Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Http Request /technical/tools-and-resources?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_5OG0R18HC1Eq&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_5OG0R18HC1Eq_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_5OG0R18HC1Eq_cur=3,7,909,915,921,923,923,891,923,100.000%,.00024,0.06,0.00
Http Request /tld/util,7,903,900,918,926,926,889,926,100.000%,.00024,0.06,0.00
Http Request /user/liferayinc/search,7,932,917,961,1024,1024,894,1024,100.000%,.00024,0.06,0.00
Http Request /web/abdul.sajid.2/apps,7,921,922,948,961,961,891,961,100.000%,.00024,0.06,0.00
Http Request /web/akash.mishra/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/advanced_search.jsp,7,949,925,1022,1024,1024,901,1024,100.000%,.00024,0.06,0.00
Http Request /web/akos.enyedi/home,7,923,914,937,1024,1024,882,1024,100.000%,.00024,0.06,0.00
Http Request /web/akos.enyedi/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_ticketEntryId=82404,7,933,913,987,1013,1013,897,1013,100.000%,.00024,0.06,0.00
Http Request /web/alfonso.crisci/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/advanced_search.jsp,7,968,933,1026,1033,1033,912,1033,100.000%,.00024,0.06,0.00
Http Request /web/alfonso.crisci/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_ticketEntryId=84140&discussionTab=liferay,7,963,994,1023,1026,1026,882,1026,100.000%,.00024,0.06,0.00
Http Request /web/allas/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_ticketEntryId=85093&discussionTab=public,7,942,918,1024,1034,1034,894,1034,100.000%,.00024,0.06,0.00
Http Request /web/ankit.gupta/apps/-/marketplace_apps/105320985,7,995,1021,1028,1049,1049,914,1049,100.000%,.00024,0.06,0.00
Http Request /web/anupam.srivastava/apps/-/marketplace_apps/92564090/versions,7,958,973,998,1024,1024,887,1024,100.000%,.00024,0.06,0.00
Http Request /web/anupam.srivastava/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp,7,927,922,949,1002,1002,885,1002,100.000%,.00024,0.06,0.00
Http Request /web/anurag.mittal/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_redirect=https://web.liferay.com/web/anurag.mittal/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_2_WAR_osbportlet_mvcPath=/support/2/advanced_search.jsp&_2_WAR_osbportlet_searchTab=tickets&_2_WAR_osbportlet_searchFilterId=115701572&_2_WAR_osbportlet_cur=0&_2_WAR_osbportlet_orderByCol=&_2_WAR_osbportlet_orderByType=&_2_WAR_osbportlet_assignedUserIds=112874778&_2_WAR_osbportlet_createDateGTMonth=0&_2_WAR_osbportlet_createDateLTMonth=0&_2_WAR_osbportlet_closedDateGTMonth=0&_2_WAR_osbportlet_closedDateLTMonth=0&_2_WAR_osbportlet_dueDateGTMonth=0&_2_WAR_osbportlet_dueDateLTMonth=0&_2_WAR_osbportlet_statuses=-1&_2_WAR_osbportlet_statuses=33003&_2_WAR_osbportlet_statuses=33001&_2_WAR_osbportlet_statuses=33005&_2_WAR_osbportlet_statuses=33002&_2_WAR_osbportlet_statuses=33006&_2_WAR_osbportlet_statuses=33007&_2_WAR_osbportlet_statuses=33014&_2_WAR_osbportlet_statuses=33009&_2_WAR_osbportlet_feedbackAvailable=null&_2_WAR_osbportlet_ticketEntryId=86053,7,959,958,999,1020,1020,912,1020,100.000%,.00024,0.07,0.00
Http Request /web/anurag.mittal/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_redirect=https://web.liferay.com/web/anurag.mittal/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_2_WAR_osbportlet_mvcPath=/support/2/advanced_search.jsp&_2_WAR_osbportlet_searchTab=tickets&_2_WAR_osbportlet_searchFilterId=115701573&_2_WAR_osbportlet_cur=0&_2_WAR_osbportlet_orderByCol=&_2_WAR_osbportlet_orderByType=&_2_WAR_osbportlet_assignedUserIds=112874573&_2_WAR_osbportlet_createDateGTMonth=0&_2_WAR_osbportlet_createDateLTMonth=0&_2_WAR_osbportlet_closedDateGTMonth=0&_2_WAR_osbportlet_closedDateLTMonth=0&_2_WAR_osbportlet_dueDateGTMonth=0&_2_WAR_osbportlet_dueDateLTMonth=0&_2_WAR_osbportlet_statuses=-1&_2_WAR_osbportlet_statuses=33003&_2_WAR_osbportlet_statuses=33001&_2_WAR_osbportlet_statuses=33005&_2_WAR_osbportlet_statuses=33002&_2_WAR_osbportlet_statuses=33006&_2_WAR_osbportlet_statuses=33007&_2_WAR_osbportlet_statuses=33014&_2_WAR_osbportlet_statuses=33009&_2_WAR_osbportlet_feedbackAvailable=null&_2_WAR_osbportlet_ticketEntryId=84854,7,980,968,1023,1029,1029,913,1029,100.000%,.00024,0.07,0.00
Http Request /web/anurag.mittal/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_redirect=https://web.liferay.com/web/anurag.mittal/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_2_WAR_osbportlet_mvcPath=/support/2/advanced_search.jsp&_2_WAR_osbportlet_searchTab=tickets&_2_WAR_osbportlet_searchFilterId=95054035&_2_WAR_osbportlet_cur=0&_2_WAR_osbportlet_orderByCol=&_2_WAR_osbportlet_orderByType=&_2_WAR_osbportlet_assignedUserIds=93607375&_2_WAR_osbportlet_createDateGTMonth=0&_2_WAR_osbportlet_createDateLTMonth=0&_2_WAR_osbportlet_closedDateGTMonth=0&_2_WAR_osbportlet_closedDateLTMonth=0&_2_WAR_osbportlet_dueDateGTMonth=0&_2_WAR_osbportlet_dueDateLTMonth=0&_2_WAR_osbportlet_statuses=-1&_2_WAR_osbportlet_statuses=33003&_2_WAR_osbportlet_statuses=33001&_2_WAR_osbportlet_statuses=33005&_2_WAR_osbportlet_statuses=33002&_2_WAR_osbportlet_statuses=33006&_2_WAR_osbportlet_statuses=33007&_2_WAR_osbportlet_statuses=33014&_2_WAR_osbportlet_statuses=33009&_2_WAR_osbportlet_feedbackAvailable=null&_2_WAR_osbportlet_ticketEntryId=84753,7,961,938,1024,1024,1024,905,1024,100.000%,.00024,0.07,0.00
Http Request /web/anurag.mittal/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_2_WAR_osbportlet_mvcPath=/support/2/advanced_search.jsp&_2_WAR_osbportlet_searchFilterId=115701573,7,985,1019,1023,1038,1038,887,1038,100.000%,.00024,0.06,0.00
Http Request /web/artur-/blog/-/blogs/pushing-using-vaadin-websockets-and-liferay-6,7,935,915,994,1023,1023,890,1023,100.000%,.00024,0.06,0.00
Http Request /web/ben.12/apps,7,980,1000,1030,1046,1046,910,1046,100.000%,.00024,0.06,0.00
Http Request /web/brian.suh/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_ticketDisplayId=SCHOTTINTRA-206,7,940,919,982,1024,1024,899,1024,100.000%,.00024,0.06,0.00
Http Request /web/bryan.cheung/blog,7,1000,1022,1035,1038,1038,921,1038,100.000%,.00024,0.06,0.00
Http Request /web/cosmin.moldoveanu.1/home,7,935,924,959,1007,1007,888,1007,100.000%,.00024,0.06,0.00
Http Request /web/denis-signoretto/blog/-/blogs/using-slf4j-and-liferay-logging-framework-in-custom-plugins,7,954,938,1022,1023,1023,889,1023,100.000%,.00024,0.06,0.00
Http Request /web/derek.fitting/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp,7,960,929,1023,1023,1023,896,1023,100.000%,.00024,0.06,0.00
Http Request /web/discover/magic-quadrant-digital-experience-platforms?ads_cmpid=1270442147&ads_adid=58660936932&ads_matchtype=&ads_network=d&ads_creative=258215791133&ads_targetid=kwd-0&ttv=2,7,1403,1345,1399,1745,1745,1279,1745,0.000%,.00024,0.03,0.00
Http Request /web/djohnson.1/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_2_WAR_osbportlet_mvcPath=/support/2/advanced_search.jsp&_2_WAR_osbportlet_searchTab=tickets&_2_WAR_osbportlet_keywords=patch&_2_WAR_osbportlet_cur=0&_2_WAR_osbportlet_orderByCol=&_2_WAR_osbportlet_orderByType=&_2_WAR_osbportlet_createDateGTMonth=0&_2_WAR_osbportlet_createDateLTMonth=0&_2_WAR_osbportlet_closedDateGTMonth=0&_2_WAR_osbportlet_closedDateLTMonth=0&_2_WAR_osbportlet_feedbackAvailable=null,7,941,952,972,994,994,886,994,100.000%,.00024,0.07,0.00
Http Request /web/edina.papp/account-settings,7,933,923,972,982,982,889,982,100.000%,.00024,0.06,0.00
Http Request /web/events-symposium-brazil,7,1508,1395,1440,2249,2249,1350,2249,0.000%,.00024,0.04,0.00
Http Request /web/events-symposium-italy/venue,7,889,871,898,1017,1017,839,1017,0.000%,.00024,0.03,0.00
Http Request /web/feherz/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_ticketEntryId=80586,7,936,925,953,1009,1009,902,1009,100.000%,.00024,0.06,0.00
Http Request /web/gkmensah/apps?p_p_id=21_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_pos=2&p_p_col_count=3,7,951,929,1017,1026,1026,911,1026,100.000%,.00024,0.06,0.00
Http Request /web/gsi/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_2_WAR_osbportlet_mvcPath=/support/edit_ticket_entry.jsp&_2_WAR_osbportlet_redirect=https://web.liferay.com/web/gsi/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_2_WAR_osbportlet_mvcPath=/support/view.jsp&_2_WAR_osbportlet_tabs1=tickets&_2_WAR_osbportlet_accountEntryId=0&_2_WAR_osbportlet_partnerEntryId=0&_2_WAR_osbportlet_searchFilterBy=&_2_WAR_osbportlet_cur=1&_2_WAR_osbportlet_delta=30&_2_WAR_osbportlet_keywords=&_2_WAR_osbportlet_advancedSearch=false&_2_WAR_osbportlet_andOperator=true&_2_WAR_osbportlet_accountEntryName=&_2_WAR_osbportlet_assignedName=&_2_WAR_osbportlet_assignedTo=&_2_WAR_osbportlet_closedDateGTDay=0&_2_WAR_osbportlet_closedDateGTMonth=0&_2_WAR_osbportlet_closedDateGTYear=0&_2_WAR_osbportlet_closedDateLTDay=0&_2_WAR_osbportlet_closedDateLTMonth=0&_2_WAR_osbportlet_closedDateLTYear=0&_2_WAR_osbportlet_content=&_2_WAR_osbportlet_createDateGTDay=0&_2_WAR_osbportlet_createDateGTMonth=0&_2_WAR_osbportlet_createDateGTYear=0&_2_WAR_osbportlet_createDateLTDay=0&_2_WAR_osbportlet_createDateLTMonth=0&_2_WAR_osbportlet_createDateLTYear=0&_2_WAR_osbportlet_databaseSearch=false&_2_WAR_osbportlet_dueDateGTDay=0&_2_WAR_osbportlet_dueDateGTMonth=0&_2_WAR_osbportlet_dueDateGTYear=0&_2_WAR_osbportlet_dueDateLTDay=0&_2_WAR_osbportlet_dueDateLTMonth=0&_2_WAR_osbportlet_dueDateLTYear=0&_2_WAR_osbportlet_satisfiedDueDate=null&_2_WAR_osbportlet_orderByCol=create-date&_2_WAR_osbportlet_orderByType=desc&_2_WAR_osbportlet_ticketEntryId=85391,7,959,952,977,1006,1006,926,1006,100.000%,.00024,0.08,0.00
Http Request /web/henniedev/apps,7,946,935,990,1036,1036,884,1036,100.000%,.00024,0.06,0.00
Http Request /web/henniedev/home,7,959,954,1024,1026,1026,884,1026,100.000%,.00024,0.06,0.00
Http Request /web/hpunjani/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&_2_WAR_osbportlet_mvcPath=/support/view.jsp,7,926,921,926,1034,1034,884,1034,100.000%,.00024,0.06,0.00
Http Request /web/igor.beslic/blog,7,945,919,959,1071,1071,912,1071,100.000%,.00024,0.06,0.00
Http Request /web/ilkka.hietaniemi/account-settings,7,921,921,927,930,930,911,930,100.000%,.00024,0.06,0.00
Http Request /web/ilkka.hietaniemi/home,7,912,906,931,939,939,892,939,100.000%,.00024,0.06,0.00
Http Request /web/info.507/profile,7,923,909,954,979,979,891,979,100.000%,.00024,0.06,0.00
Http Request /web/inhye.park/partner-opportunities?p_p_id=3_WAR_osbsalesforcegatewayportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_3_WAR_osbsalesforcegatewayportlet_mvcPath=/partner_opportunities_dashboard/view_partner_opportunities.jsp&_3_WAR_osbsalesforcegatewayportlet_redirect=https://web.liferay.com/web/inhye.park/partner-opportunities?p_p_id=3_WAR_osbsalesforcegatewayportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_3_WAR_osbsalesforcegatewayportlet_emailAddress=anil.golyan@accenture.com&_3_WAR_osbsalesforcegatewayportlet_fullName=Anil+Golyan,7,936,936,957,970,970,908,970,100.000%,.00024,0.07,0.00
Http Request /web/istvan.gergely/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_ticketDisplayId=JAGUARGRP-8,7,948,958,969,978,978,918,978,100.000%,.00024,0.06,0.00
Http Request /web/itservicedesk/apps,7,923,911,944,990,990,896,990,100.000%,.00024,0.06,0.00
Http Request /web/janos.jona/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/advanced_search.jsp&_2_WAR_osbportlet_searchTab=tickets&_2_WAR_osbportlet_searchFilterId=102524092&_2_WAR_osbportlet_cur=0&_2_WAR_osbportlet_orderByCol=&_2_WAR_osbportlet_orderByType=&_2_WAR_osbportlet_assignedUserIds=100445871&_2_WAR_osbportlet_createDateGTMonth=0&_2_WAR_osbportlet_createDateLTMonth=0&_2_WAR_osbportlet_closedDateGTMonth=0&_2_WAR_osbportlet_closedDateLTMonth=0&_2_WAR_osbportlet_dueDateGTMonth=0&_2_WAR_osbportlet_dueDateLTMonth=0&_2_WAR_osbportlet_statuses=-1&_2_WAR_osbportlet_feedbackAvailable=null,7,917,915,937,940,940,895,940,100.000%,.00024,0.07,0.00
Http Request /web/juan.fernandez/blog,7,941,945,967,974,974,904,974,100.000%,.00024,0.06,0.00
Http Request /web/justin.mann/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_ticketDisplayId=BESTBUYPART-24,7,921,923,937,954,954,891,954,100.000%,.00024,0.06,0.00
Http Request /web/justin.mann/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_ticketEntryId=85016&discussionTab=public,7,922,923,954,966,966,883,966,100.000%,.00024,0.06,0.00
Http Request /web/koenolaerts/blog,7,954,951,957,987,987,936,987,100.000%,.00024,0.06,0.00
Http Request /web/kristina.saurber/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_ticketDisplayId=KEENAN-72,7,971,974,1010,1025,1025,898,1025,100.000%,.00024,0.06,0.00
Http Request /web/krisztina.la-torre/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_ticketDisplayId=VODAFONEZRT-119,7,1124,966,1015,2128,2128,913,2128,100.000%,.00024,0.06,0.00
Http Request /web/miroslav.ligas/profile,7,967,957,1020,1023,1023,931,1023,100.000%,.00024,0.06,0.00
Http Request /web/mm00501149/apps?p_p_id=21_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_pos=1&p_p_col_count=3,7,950,926,1021,1021,1021,911,1021,100.000%,.00024,0.06,0.00
Http Request /web/nedim.bijedic/apps/-/marketplace_apps/124397953,7,947,924,1023,1025,1025,896,1025,100.000%,.00024,0.06,0.00
Http Request /web/nedim.bijedic/projects,7,903,904,918,922,922,886,922,100.000%,.00024,0.06,0.00
Http Request /web/nedim.bijedic/purchase-history?p_p_id=34_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-2&p_p_col_count=1&_34_WAR_osbportlet_mvcPath=/purchase_history/view_ec_document_entry.jsp&_34_WAR_osbportlet_redirect=/web/nedim.bijedic/purchase-history&_34_WAR_osbportlet_ecDocumentEntryId=1584265,7,907,893,934,960,960,886,960,100.000%,.00024,0.06,0.00
Http Request /web/niels.coppens/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp,7,935,919,965,1000,1000,910,1000,100.000%,.00024,0.06,0.00
Http Request /web/niels.coppens/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_redirect=https://web.liferay.com/web/niels.coppens/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_2_WAR_osbportlet_mvcPath=/support/2/advanced_search.jsp&_2_WAR_osbportlet_searchTab=tickets&_2_WAR_osbportlet_keywords=PVVIVIUM&_2_WAR_osbportlet_cur=2&_2_WAR_osbportlet_orderByCol=create-date&_2_WAR_osbportlet_orderByType=asc&_2_WAR_osbportlet_createDateGTMonth=0&_2_WAR_osbportlet_createDateLTMonth=0&_2_WAR_osbportlet_closedDateGTMonth=0&_2_WAR_osbportlet_closedDateLTMonth=0&_2_WAR_osbportlet_feedbackAvailable=null&_2_WAR_osbportlet_ticketEntryId=85119,7,921,914,951,952,952,901,952,100.000%,.00024,0.07,0.00
Http Request /web/niels.coppens/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/edit_ticket_entry.jsp&_2_WAR_osbportlet_redirect=https://web.liferay.com/web/niels.coppens/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_2_WAR_osbportlet_mvcPath=/support/2/advanced_search.jsp&_2_WAR_osbportlet_searchTab=tickets&_2_WAR_osbportlet_keywords=sync&_2_WAR_osbportlet_cur=&_2_WAR_osbportlet_orderByCol=create-date&_2_WAR_osbportlet_orderByType=asc&_2_WAR_osbportlet_createDateGTMonth=0&_2_WAR_osbportlet_createDateLTMonth=0&_2_WAR_osbportlet_closedDateGTMonth=0&_2_WAR_osbportlet_closedDateLTMonth=0&_2_WAR_osbportlet_feedbackAvailable=null&_2_WAR_osbportlet_ticketEntryId=20434,7,924,925,946,956,956,892,956,100.000%,.00024,0.07,0.00
Http Request /web/niels.coppens/support?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/web/niels.coppens/support?p_p_id=2_WAR_osbportlet,7,898,896,908,920,920,885,920,100.000%,.00024,0.06,0.00
Http Request /web/northamerica2013/awards,7,924,900,987,1003,1003,887,1003,100.000%,.00024,0.06,0.00
Http Request /web/northamerica2013/recap?session_27546866=,7,907,890,936,987,987,877,987,100.000%,.00024,0.06,0.00
Http Request /web/pages-cignex-datamatics-inc-18019767/profile,7,934,928,962,989,989,887,989,100.000%,.00024,0.06,0.00
Http Request /web/pages-digirati-limited/profile,7,954,941,1002,1022,1022,890,1022,100.000%,.00024,0.06,0.00
Http Request /web/pages-iba-cz-s-r-o/profile,7,936,924,971,999,999,894,999,100.000%,.00024,0.06,0.00
Http Request /web/pages-liferay-inc/profile,7,940,923,983,1024,1024,892,1024,100.000%,.00024,0.06,0.00
Http Request /web/pages-pfi-knowledge-solutions-ltd/profile,7,933,922,932,1022,1022,890,1022,100.000%,.00024,0.06,0.00
Http Request /web/pages-serole-info-technologies-india-pvt-ltd/profile,7,956,939,1023,1025,1025,892,1025,100.000%,.00024,0.06,0.00
Http Request /web/pages-smartconnect-technologies-pvt-ltd/profile,7,939,902,1024,1024,1024,897,1024,100.000%,.00024,0.06,0.00
Http Request /web/pages-tata-consultancy-services-ltd/profile,7,917,897,922,1023,1023,891,1023,100.000%,.00024,0.06,0.00
Http Request /web/pages-usu-gmbh/profile,7,919,920,952,964,964,886,964,100.000%,.00024,0.06,0.00
Http Request /web/palanivel.venkatachalam.1/apps,7,916,912,935,964,964,894,964,100.000%,.00024,0.06,0.00
Http Request /web/palanivel.venkatachalam.1/apps/-/marketplace_apps/project/53839189,7,921,909,950,978,978,891,978,100.000%,.00024,0.06,0.00
Http Request /web/patricia.draut/apps?p_p_id=21_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_pos=1&p_p_col_count=3,7,952,944,969,1026,1026,905,1026,100.000%,.00024,0.06,0.00
Http Request /web/patrick.vidal/support?p_p_id=2_WAR_osbportlet,7,909,907,922,937,937,880,937,100.000%,.00024,0.06,0.00
