timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1549044220880,1703,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-22,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1299,0,198
1549044212083,10521,Http Request /,200,,Thread Group 1-62,text,false,"The operation lasted too long: It took 10,521 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9863,0,191
1549044211587,11392,Http Request /,200,,Thread Group 1-13,text,false,"The operation lasted too long: It took 11,392 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9904,0,661
1549044211657,11444,Http Request /,200,,Thread Group 1-19,text,false,"The operation lasted too long: It took 11,444 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9663,0,592
1549044211895,11215,Http Request /,200,,Thread Group 1-42,text,false,"The operation lasted too long: It took 11,215 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9535,0,351
1549044211923,11213,Http Request /,200,,Thread Group 1-45,text,false,"The operation lasted too long: It took 11,213 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10279,0,324
1549044211880,11395,Http Request /,200,,Thread Group 1-41,text,false,"The operation lasted too long: It took 11,395 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484417,123,100,100,https://www-prd.liferay.com/,9779,0,370
1549044212324,11033,Http Request /,200,,Thread Group 1-86,text,false,"The operation lasted too long: It took 11,033 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10464,0,186
1549044211912,11471,Http Request /,200,,Thread Group 1-44,text,false,"The operation lasted too long: It took 11,471 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,11041,0,335
1549044212153,11244,Http Request /,200,,Thread Group 1-68,text,false,"The operation lasted too long: It took 11,244 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10433,0,183
1549044221240,2235,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-51,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1010,0,189
1549044211574,11912,Http Request /,200,,Thread Group 1-3,text,false,"The operation lasted too long: It took 11,912 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,11105,0,677
1549044212035,11510,Http Request /,200,,Thread Group 1-57,text,false,"The operation lasted too long: It took 11,510 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10086,0,212
1549044220731,3003,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-49,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1478,0,179
1549044221586,2179,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-69,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1863,0,317
1549044212174,11591,Http Request /,200,,Thread Group 1-70,text,false,"The operation lasted too long: It took 11,591 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9474,0,177
1549044221769,1997,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-38,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1616,0,252
1549044211991,11792,Http Request /,200,,Thread Group 1-52,text,false,"The operation lasted too long: It took 11,792 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9576,0,259
1549044212330,11527,Http Request /,200,,Thread Group 1-87,text,false,"The operation lasted too long: It took 11,527 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9176,0,181
1549044221252,2611,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-6,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1017,0,228
1549044212177,11787,Http Request /,200,,Thread Group 1-72,text,false,"The operation lasted too long: It took 11,787 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9280,0,199
1549044212433,11564,Http Request /,200,,Thread Group 1-96,text,false,"The operation lasted too long: It took 11,564 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9255,0,182
1549044220718,3318,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-5,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,2632,0,187
1549044211838,12232,Http Request /,200,,Thread Group 1-37,text,false,"The operation lasted too long: It took 12,232 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10748,0,411
1549044211620,12507,Http Request /,200,,Thread Group 1-15,text,false,"The operation lasted too long: It took 12,507 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10677,0,631
1549044211574,12609,Http Request /,200,,Thread Group 1-4,text,false,"The operation lasted too long: It took 12,609 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9939,0,673
1549044222041,2166,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-35,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1004,0,231
1549044220482,3769,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-36,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,2774,0,190
1549044221943,2309,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-16,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1486,0,223
1549044222585,1713,Http Request /downloads,200,,Thread Group 1-22,text,true,,236617,428,100,100,https://www-prd.liferay.com/products/dxp/30-day-trial,324,0,242
1549044222585,324,Http Request /downloads-0,301,Moved Permanently,Thread Group 1-22,text,true,,388,132,100,100,https://www-prd.liferay.com/downloads,324,0,242
1549044222911,170,Http Request /downloads-1,302,Found,Thread Group 1-22,,true,,131,148,100,100,http://www-prd.liferay.com/products/dxp/30-day-trial,170,0,73
1549044223082,1216,Http Request /downloads-2,200,,Thread Group 1-22,text,true,,236098,148,100,100,https://www-prd.liferay.com/products/dxp/30-day-trial,962,0,0
1549044212429,11886,Http Request /,200,,Thread Group 1-97,text,false,"The operation lasted too long: It took 11,886 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9332,0,181
1549044211874,12539,Http Request /,200,,Thread Group 1-40,text,false,"The operation lasted too long: It took 12,539 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484417,123,100,100,https://www-prd.liferay.com/,11066,0,377
1549044223275,1197,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-41,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,970,0,274
1549044223111,1400,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-42,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1047,0,298
1549044212203,12341,Http Request /,200,,Thread Group 1-73,text,false,"The operation lasted too long: It took 12,341 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10101,0,183
1549044211574,12993,Http Request /,200,,Thread Group 1-2,text,false,"The operation lasted too long: It took 12,993 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,11336,0,675
1549044212270,12389,Http Request /,200,,Thread Group 1-80,text,false,"The operation lasted too long: It took 12,389 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9557,0,177
1549044223398,1329,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-68,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1027,0,279
1549044212219,12539,Http Request /,200,,Thread Group 1-76,text,false,"The operation lasted too long: It took 12,539 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9608,0,184
1549044221169,3658,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-20,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,2244,0,195
1549044211761,13121,Http Request /,200,,Thread Group 1-30,text,false,"The operation lasted too long: It took 13,121 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10576,0,487
1549044211814,13073,Http Request /,200,,Thread Group 1-34,text,false,"The operation lasted too long: It took 13,073 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9860,0,433
1549044212252,12770,Http Request /,200,,Thread Group 1-78,text,false,"The operation lasted too long: It took 12,770 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10230,0,184
1549044223384,1649,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-44,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1208,0,303
1549044222980,2084,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-13,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,997,0,307
1549044211964,13101,Http Request /,200,,Thread Group 1-50,text,false,"The operation lasted too long: It took 13,101 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10412,0,282
1549044212170,12911,Http Request /,200,,Thread Group 1-71,text,false,"The operation lasted too long: It took 12,911 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10674,0,180
1549044211997,13125,Http Request /,200,,Thread Group 1-53,text,false,"The operation lasted too long: It took 13,125 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484417,123,100,100,https://www-prd.liferay.com/,10317,0,250
1549044212356,12789,Http Request /,200,,Thread Group 1-89,text,false,"The operation lasted too long: It took 12,789 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10538,0,180
1549044212260,12934,Http Request /,200,,Thread Group 1-79,text,false,"The operation lasted too long: It took 12,934 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484417,123,100,100,https://www-prd.liferay.com/,9382,0,177
1549044222605,2617,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-62,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1378,0,617
1549044212379,12851,Http Request /,200,,Thread Group 1-92,text,false,"The operation lasted too long: It took 12,851 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9053,0,178
1549044211574,13703,Http Request /,200,,Thread Group 1-10,text,false,"The operation lasted too long: It took 13,703 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10309,0,675
1549044223858,1424,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-87,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1112,0,217
1549044223784,1511,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-52,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1133,0,213
1549044212303,13067,Http Request /,200,,Thread Group 1-84,text,false,"The operation lasted too long: It took 13,067 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9276,0,184
1549044211753,13653,Http Request /,200,,Thread Group 1-29,text,false,"The operation lasted too long: It took 13,653 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10856,0,496
1549044223487,2014,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-3,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1063,0,279
1549044224128,1416,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-15,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1109,0,221
1549044224071,1506,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-37,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1200,0,236
1549044223766,1888,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-70,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1085,0,214
1549044212357,13332,Http Request /,200,,Thread Group 1-90,text,false,"The operation lasted too long: It took 13,332 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10553,0,184
1549044222140,3573,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-91,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,2232,0,1362
1549044221958,3766,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-39,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1051,0,259
1549044211791,13949,Http Request /,200,,Thread Group 1-32,text,false,"The operation lasted too long: It took 13,949 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10010,0,455
1549044212041,13761,Http Request /,200,,Thread Group 1-58,text,false,"The operation lasted too long: It took 13,761 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10659,0,210
1549044212313,13492,Http Request /,200,,Thread Group 1-85,text,false,"The operation lasted too long: It took 13,492 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10549,0,176
1549044211575,14274,Http Request /,200,,Thread Group 1-9,text,false,"The operation lasted too long: It took 14,274 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10067,0,676
1549044211934,13931,Http Request /,200,,Thread Group 1-46,text,false,"The operation lasted too long: It took 13,931 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10352,0,317
1549044223546,2321,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-57,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1326,0,307
1549044212053,13836,Http Request /,200,,Thread Group 1-59,text,false,"The operation lasted too long: It took 13,836 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9714,0,195
1549044224315,1600,Http Request /sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,,Thread Group 1-97,text,false,Test failed: code expected to match /200/,265121,268,100,100,https://www-prd.liferay.com/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1366,0,217
1549044212423,13494,Http Request /,200,,Thread Group 1-95,text,false,"The operation lasted too long: It took 13,494 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10416,0,192
1549044212228,13707,Http Request /,200,,Thread Group 1-77,text,false,"The operation lasted too long: It took 13,707 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,10635,0,179
1549044211692,14256,Http Request /,200,,Thread Group 1-23,text,false,"The operation lasted too long: It took 14,256 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,11021,0,555
1549044212462,13494,Http Request /,200,,Thread Group 1-100,text,false,"The operation lasted too long: It took 13,494 milliseconds, but should not have lasted longer than 5,000 milliseconds.",484418,123,100,100,https://www-prd.liferay.com/,9121,0,176
